App,TestFilePath,ProductionFilePath,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Wait And See,Eager Test,Lazy Test,Lazy Assert,Unknown Test
32422_4.0_hadoop_testmultipleproducerconsumer,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32422_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32422_actual.java,true,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true
32425_4.0_hadoop_testmultipleproducerconsumershutdown,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32425_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32425_actual.java,true,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true
32576_4.0_hadoop_testio,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32576_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/32576_actual.java,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false
31032_4.0_hadoop_testgetstringdata,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/31032_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/31032_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29795_4.0_hadoop_testconstructurlsfromclasspath,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29795_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29795_actual.java,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true
29800_4.0_hadoop_testgetresource,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29800_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29800_actual.java,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true
29759_4.0_hadoop_testaddwithsleepforcachetimeout,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29759_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29759_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false
29757_4.0_hadoop_testremovals,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29757_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29757_actual.java,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
29736_4.0_hadoop_testhelp,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29736_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29736_actual.java,true,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,true
29734_4.0_hadoop_testjarreplace,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29734_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29734_actual.java,true,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,true
29834_4.0_hadoop_testupdatebytearraylengthunalignedwithcrcsize,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29834_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29834_actual.java,true,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true
30015_4.0_hadoop_testintserialization,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30015_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30015_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true
30019_4.0_hadoop_testtomulticrcstringmultipleelements,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30019_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30019_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true
29626_4.0_hadoop_testcrc32,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29626_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29626_actual.java,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true
29621_4.0_hadoop_testequality,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29621_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29621_actual.java,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true
29622_4.0_hadoop_testtostring,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29622_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29622_actual.java,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true
29652_4.0_hadoop_testbuffersarereset,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29652_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29652_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29789_4.0_hadoop_testcheckdir_notdir_local,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29789_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29789_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
29784_4.0_hadoop_testcheckdir_notlistable,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29784_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29784_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
29791_4.0_hadoop_testcheckdir_notwritable_local,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29791_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29791_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
29777_4.0_hadoop_testmkdirs_direxists_badumask,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29777_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29777_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
29717_4.0_hadoop_testlongwithpadding,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29717_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29717_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29646_4.0_hadoop_testforbadfile,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29646_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29646_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29640_4.0_hadoop_testsubnetsandips,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29640_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29640_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29642_4.0_hadoop_testwithmultiplesubnetandips,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29642_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29642_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29892_4.0_hadoop_testcreatefailsinconstructor,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29892_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29892_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29896_4.0_hadoop_testcreatefailsinprivateconstructor,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29896_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29896_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29885_4.0_hadoop_testfailsnosuchresource,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29885_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29885_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29894_4.0_hadoop_testloadprivateclass,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29894_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29894_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29936_4.0_hadoop_testconfwithmultipleopts,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29936_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29936_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,false,true,true,true,true
29684_4.0_hadoop_testgetclass,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29684_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29684_actual.java,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false
29681_4.0_hadoop_testwithemptylist2,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29681_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29681_actual.java,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false
29770_4.0_hadoop_testhostfilereaderwithspaces,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29770_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29770_actual.java,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false
29878_4.0_hadoop_testvalidateresponsefailnoerrormessage,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29878_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29878_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
29880_4.0_hadoop_testvalidateresponsejsonerrorknownexception,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29880_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29880_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
29863_4.0_hadoop_testreadlock,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29863_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29863_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
29866_4.0_hadoop_testreadlocklongholdingreport,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29866_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29866_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
29726_4.0_hadoop_testshouldaddelement,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29726_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29726_actual.java,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29715_4.0_hadoop_testexistingmanifest,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29715_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29715_actual.java,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false
29714_4.0_hadoop_testexpandedclasspath,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29714_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29714_actual.java,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false
29712_4.0_hadoop_testjar,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29712_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29712_actual.java,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false
29725_4.0_hadoop_testfilesystememptypath,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29725_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29725_actual.java,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true
29724_4.0_hadoop_testfilesystemroundtrip,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29724_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29724_actual.java,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true
29689_4.0_hadoop_testbasicoperations,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29689_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29689_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29650_4.0_hadoop_testcustomdelimiter,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29650_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29650_actual.java,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false
29905_4.0_hadoop_testcidrs,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29905_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29905_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29906_4.0_hadoop_testnullipaddress,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29906_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29906_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29899_4.0_hadoop_testwildcard,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29899_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29899_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
29813_4.0_hadoop_testcalculatechunkedsumsbytearrayfail,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29813_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29813_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29812_4.0_hadoop_testcalculatechunkedsumsbytearraysuccess,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29812_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29812_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29809_4.0_hadoop_testverifychunkedsumsbytearrayfail,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29809_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29809_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29808_4.0_hadoop_testverifychunkedsumsbytearraysuccess,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29808_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29808_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29805_4.0_hadoop_testverifychunkedsumssuccess,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29805_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29805_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29807_4.0_hadoop_testverifychunkedsumssuccessoddsize,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29807_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29807_actual.java,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true
29856_4.0_hadoop_testnativelibrarycheckeroutput,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29856_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29856_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
29842_4.0_hadoop_testnodehealthscript,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29842_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29842_actual.java,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29837_4.0_hadoop_testrpcclientid,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29837_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29837_actual.java,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
30004_4.0_hadoop_testgetdeclaredfieldsincludinginherited,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30004_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/30004_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
29633_4.0_hadoop_testbigjar,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29633_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29633_actual.java,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,true
29634_4.0_hadoop_testunjardoesnotlooselastmodify,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29634_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29634_actual.java,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,true
29631_4.0_hadoop_testunjarwithpattern,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29631_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29631_actual.java,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,true
29970_4.0_hadoop_testbinwinutilsnotafile,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29970_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29970_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29952_4.0_hadoop_testenvhelper,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29952_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29952_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29950_4.0_hadoop_testenvvarswithinheritance,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29950_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29950_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29951_4.0_hadoop_testenvvarswithoutinheritance,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29951_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29951_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29968_4.0_hadoop_testhadoopbinnotadir,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29968_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29968_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29960_4.0_hadoop_testhadoophomeemptydoublequotes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29960_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29960_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29962_4.0_hadoop_testhadoophomevalid,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29962_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29962_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29963_4.0_hadoop_testhadoophomevalidquoted,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29963_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29963_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29946_4.0_hadoop_testinterval,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29946_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29946_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29949_4.0_hadoop_testshellcommandtimeout,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29949_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29949_actual.java,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,true
29707_4.0_hadoop_testformattimesortable,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29707_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29707_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
29697_4.0_hadoop_testgettrimmedstrings,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29697_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29697_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
29708_4.0_hadoop_testisalpha,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29708_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29708_actual.java,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false
29751_4.0_hadoop_testfindbyte,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29751_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29751_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
29752_4.0_hadoop_testfindbytes,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29752_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/29752_actual.java,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
