App,TestFilePath,ProductionFilePath,TestFileCode,ProductionFileCode,present_smells,found_smells,false_positive,false_negative,true_positive,true_negative
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public void test_for_issue_1() throws Exception {
        Exception error = null;
        try {
            JSON.parseObject(""{\""value\"":[]}"", Model.class);
        } catch (JSONException e) {
            error = e;
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public void test_for_issue_2() throws Exception {
        Exception error = null;
        try {
            JSON.parseObject(""{\""value\"":{}}"", Model.class);
        } catch (JSONException e) {
            error = e;
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public static class Model {
        public short value;
    }
}
","package com.alibaba.json.bvt.issue_1300;

import com.alibaba.fastjson.JSON;
import com.alibaba.fastjson.JSONException;
import junit.framework.TestCase;

/**
 * Created by wenshao on 30/07/2017.
 */
public class Issue1330_short extends TestCase {
    public void test_for_issue() throws Exception {
        Exception error = null;
        try {
            JSON.parseObject(""{\""value\"":\""ABC\""}"", Model.class);
        } catch (JSONException e) {
            error = e;
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public void test_for_issue_1() throws Exception {
        Exception error = null;
        try {
            JSON.parseObject(""{\""value\"":[]}"", Model.class);
        } catch (JSONException e) {
            error = e;
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public void test_for_issue_2() throws Exception {
        Exception error = null;
        try {
            JSON.parseObject(""{\""value\"":{}}"", Model.class);
        } catch (JSONException e) {
            error = e;
        }
        assertNotNull(error);
        assertTrue(error.getMessage().indexOf(""parseShort error, field : value"") != -1);
    }

    public static class Model {
        public short value;
    }
}
","['Assertion Roulette', 'Exception Catching Throwing']",[],0,2,0,15
8758_27.0_querydsl_save_and_get_by_id,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/8758_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/8758_actual.java,"package com.querydsl.example.sql.repository;

import com.querydsl.example.sql.model.Tweet;
import com.querydsl.example.sql.model.User;
import org.junit.Test;

import javax.inject.Inject;
import java.util.List;

import static org.junit.Assert.*;

public class UserRepositoryTest extends AbstractPersistenceTest {
    @Inject
    private UserRepository repository;

    @Inject
    private TweetRepository tweetRepository;

    @Test
    public void save_and_get_by_id() {
        String username = ""jackie"";
        User user = new User();
        user.setUsername(username);
        Long id = repository.save(user);
        assertEquals(username, repository.findById(id).getUsername());
    }

    @Test
    public void get_all() {
        User user = new User();
        user.setUsername(""jimmy"");
        repository.save(user);
        assertTrue(repository.all().size() == 1);
    }

    @Test
    public void get_all_with_tweet_count() {
        User user = new User();
        user.setUsername(""jimmy"");
        Long posterId = repository.save(user);

        Tweet tw3 = new Tweet();
        tw3.setPosterId(posterId);
        tw3.setContent(""#EpicFail"");
        tweetRepository.save(tw3);

        List<UserInfo> infos = repository.allWithTweetCount();
        assertFalse(infos.isEmpty());
        for (UserInfo info : infos) {
            assertNotNull(info.getUsername());
        }
    }
}
","package com.querydsl.example.jpa.repository;

import com.google.inject.persist.Transactional;
import com.querydsl.core.types.Predicate;
import com.querydsl.example.jpa.model.User;

import java.util.List;

import static com.querydsl.example.jpa.model.QUser.user;

@Transactional
public class UserRepository extends AbstractRepository<User> {

    @Override
    public User findById(Long id) {
        return find(User.class, id);
    }

    public User save(User user) {
        return persistOrMerge(user);
    }

    public List<User> findAll(Predicate expr) {
        return selectFrom(user).where(expr).fetch();
    }

    public List<User> all() {
        return selectFrom(user).fetch();
    }
}
","['Assertion Roulette', 'Conditional Test Logic']","['Eager Test', 'Magic Number Test']",2,2,0,14
35853_76.0_achilles_should_delete_by_id,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/35853_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/35853_actual.java,"/*
 * Copyright (C) 2012-2021 DuyHai DOAN
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 * http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package info.archinnov.achilles.internals.sample_classes.parser.entity;

import java.util.UUID;

import info.archinnov.achilles.annotations.*;
import info.archinnov.achilles.internals.sample_classes.APUnitTest;

@APUnitTest
@Table
public class TestEntityWithStaticCounterColumn {

    @PartitionKey
    private Long id;

    @ClusteringColumn
    private UUID uuid;

    @Static
    @Column
    @Counter
    private Long count;

    public Long getId() {
        return id;
    }

    public void setId(Long id) {
        this.id = id;
    }

    public UUID getUuid() {
        return uuid;
    }

    public void setUuid(UUID uuid) {
        this.uuid = uuid;
    }

    public Long getCount() {
        return count;
    }

    public void setCount(Long count) {
        this.count = count;
    }
}
","/*
 * Copyright (C) 2012-2021 DuyHai DOAN
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 * http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package info.archinnov.achilles.internals.entities;

import java.util.UUID;

import info.archinnov.achilles.annotations.*;

@Table(table = ""entity_static_counter"")
public class EntityWithStaticCounterColumn {

    @PartitionKey
    private Long id;

    @ClusteringColumn
    private UUID uuid;

    @Static
    @Column(""static_count"")
    @Counter
    private Long staticCount;

    @Column
    @Counter
    private Long count;

    public EntityWithStaticCounterColumn() {
    }

    public EntityWithStaticCounterColumn(Long id, UUID uuid, Long staticCount, Long count) {
        this.id = id;
        this.uuid = uuid;
        this.staticCount = staticCount;
        this.count = count;
    }

    public Long getId() {
        return id;
    }

    public void setId(Long id) {
        this.id = id;
    }

    public UUID getUuid() {
        return uuid;
    }

    public void setUuid(UUID uuid) {
        this.uuid = uuid;
    }

    public Long getStaticCount() {
        return staticCount;
    }

    public void setStaticCount(Long staticCount) {
        this.staticCount = staticCount;
    }

    public Long getCount() {
        return count;
    }

    public void setCount(Long count) {
        this.count = count;
    }
}
",[],[],0,0,0,17
45068_12.0_openpojo_gettypesshouldthrowexception,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/45068_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/45068_actual.java,"/*
 * Copyright (c) 2010-2018 Osman Shoukry
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express
 * or implied.
 *
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package com.openpojo.random.service.impl;

import com.openpojo.random.exception.RandomGeneratorException;
import org.junit.Test;

/**
 * @author oshoukry
 */
public class RandomGeneratorAdapterTest {

  @Test(expected = RandomGeneratorException.class)
  public void getTypesShouldThrowException() {
    final RandomGeneratorAdapter randomGeneratorAdapter = new RandomGeneratorAdapter(null, null, null);
    randomGeneratorAdapter.getTypes();
  }


  @Test(expected = RandomGeneratorException.class)
  public void doGenerateOnNonRegisteredTypeShouldThrowException() {
    final RandomGeneratorAdapter randomGeneratorAdapter = new RandomGeneratorAdapter(null, null, null);
    randomGeneratorAdapter.doGenerate(anyClass());

  }

  private Class<?> anyClass() {
    return this.getClass();
  }
}
","/*
 * Copyright (c) 2010-2018 Osman Shoukry
 *
 * Licensed under the Apache License, Version 2.0 (the ""License"");
 * you may not use this file except in compliance with the License.
 * You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express
 * or implied.
 *
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */

package com.openpojo.random.service.impl;

import java.util.Collection;

import com.openpojo.log.Logger;
import com.openpojo.log.LoggerFactory;
import com.openpojo.log.utils.MessageFormatter;
import com.openpojo.random.ParameterizableRandomGenerator;
import com.openpojo.random.RandomGenerator;
import com.openpojo.random.exception.RandomGeneratorException;
import com.openpojo.reflection.Parameterizable;

/**
 * @author oshoukry
 */
public final class RandomGeneratorAdapter implements RandomGenerator, ParameterizableRandomGenerator {

  private final Class<?> fromType;
  private final Class<?> toType;
  private final RandomGenerator adaptedRandomGenerator;
  private final static Logger LOGGER = LoggerFactory.getLogger(RandomGeneratorAdapter.class);

  public RandomGeneratorAdapter(final Class<?> fromType, final Class<?> toType, final RandomGenerator adaptedRandomGenerator) {
    this.fromType = fromType;
    this.toType = toType;
    this.adaptedRandomGenerator = adaptedRandomGenerator;
    LOGGER.debug(""Mapping [{0}] to [{1}] for generator [{2}]"", fromType, toType, adaptedRandomGenerator);
  }

  public Collection<Class<?>> getTypes() {
    throw RandomGeneratorException.getInstance(MessageFormatter.format(""Illegal use of RandomGeneratorAdapter([{0}] to [{1}]"",
        fromType, toType));
  }

  public Object doGenerate(final Class<?> type) {
    if (type == fromType) {
      return adaptedRandomGenerator.doGenerate(toType);
    }
    throw RandomGeneratorException.getInstance(MessageFormatter.format(""Unsupported type requested [{0}]"", type));
  }

  public Object doGenerate(Parameterizable parameterizedType) {
    return ((ParameterizableRandomGenerator) adaptedRandomGenerator).doGenerate(parameterizedType);
  }
}
",[],"['Lazy Test', 'Exception Handling']",2,0,0,16
13202_15.0_wro4j_testfromfolder,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/13202_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/13202_actual.java,"/*
 * Copyright (c) 2010. All rights reserved.
 */
package ro.isdc.wro.model.resource.processor;

import static org.junit.Assert.assertEquals;

import java.io.File;
import java.net.URL;

import org.junit.AfterClass;
import org.junit.Before;
import org.junit.BeforeClass;
import org.junit.Test;

import ro.isdc.wro.config.Context;
import ro.isdc.wro.model.resource.ResourceType;
import ro.isdc.wro.model.resource.processor.impl.css.ConformColorsCssProcessor;
import ro.isdc.wro.util.WroTestUtils;


/**
 * TestConformColorsCssProcessor.
 * 
 * @author Alex Objelean
 * @created Created on Aug 15, 2010
 */
public class TestConformColorsCssProcessor {
  private ResourcePreProcessor processor;
  
  @BeforeClass
  public static void onBeforeClass() {
    assertEquals(0, Context.countActive());
  }
  
  @AfterClass
  public static void onAfterClass() {
    assertEquals(0, Context.countActive());
  }
  
  @Before
  public void setUp() {
    processor = new ConformColorsCssProcessor();
  }
  
  @Test
  public void testFromFolder()
      throws Exception {
    final URL url = getClass().getResource(""conformColors"");
    
    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""css"", processor);
  }
  
  @Test
  public void shouldSupportCorrectResourceTypes() {
    WroTestUtils.assertProcessorSupportResourceTypes(processor, ResourceType.CSS);
  }
}
","/**
 * Copyright Alex Objelean
 */
package ro.isdc.wro.model.resource.processor.impl.css;

import java.io.IOException;
import java.io.Reader;
import java.io.Writer;

import org.apache.commons.io.IOUtils;

import ro.isdc.wro.model.resource.Resource;
import ro.isdc.wro.model.resource.ResourceType;
import ro.isdc.wro.model.resource.SupportedResourceType;
import ro.isdc.wro.model.resource.processor.ResourcePostProcessor;
import ro.isdc.wro.model.resource.processor.ResourcePreProcessor;
import ro.isdc.wro.model.resource.processor.support.Lessify;


/**
 * A processor which transform all colors to #rgb format.
 *
 * @author Alex Objelean
 */
@SupportedResourceType(ResourceType.CSS)
public class ConformColorsCssProcessor
  implements ResourcePreProcessor, ResourcePostProcessor {
  public static final String ALIAS = ""conformColors"";

  /**
   * {@inheritDoc}
   */
  public void process(final Resource resource, final Reader reader, final Writer writer)
    throws IOException {
    try {
      final String result = new Lessify().conformColors(IOUtils.toString(reader));
      writer.write(result);
    } finally {
      reader.close();
      writer.close();
    }
  }

  /**
   * {@inheritDoc}
   */
  public void process(final Reader reader, final Writer writer)
    throws IOException {
    process(null, reader, writer);
  }
}
","['Mystery Guest', 'Unknown Test']","['Magic Number Test', 'Resource Optimism', 'Mystery Guest', 'Eager Test', 'Sensitive Equality', 'Redundant Assertion']",5,1,1,12
11049_35.0_hsac-fitnesse-fixtures_testthrowruntime,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/11049_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/11049_actual.java,"package nl.hsac.fitnesse.fixture.util;

import nl.hsac.fitnesse.fixture.slim.SlimFixtureException;
import org.junit.Test;

import java.io.IOException;

import static org.junit.Assert.assertEquals;
import static org.junit.Assert.fail;

public class ThrowingFunctionTest {
    @Test
    public void testNoThrow() {
        Object result = callFunction(x -> callThatMightThrow(x), true);
        assertEquals(Boolean.TRUE, result);
    }

    @Test
    public void testThrowChecked() {
        try {
            Object result = callFunction(x -> callThatMightThrow(x), null);
            fail(""expected exception, got: "" + result);
        } catch (SlimFixtureException e) {
            assertEquals(IOException.class, e.getCause().getClass());
        }
    }

    @Test
    public void testThrowRuntime() {
        try {
            Object result = callFunction(x -> callThatMightThrow(x), false);
            fail(""expected exception, got: "" + result);
        } catch (IllegalArgumentException e) {
            assertEquals(""false"", e.getMessage());
        }
    }

    private static Object callFunction(ThrowingFunction<Boolean, Object, IOException> f, Boolean input) {
        return f.applyWrapped(input, SlimFixtureException::new);
    }

    private static Object callThatMightThrow(Boolean val) throws IOException {
        if (val == null) {
            throw new IOException(""Oops"");
        } else if (!val) {
            throw new IllegalArgumentException(""false"");
        } else {
            return val;
        }
    }
}","package nl.hsac.fitnesse.fixture.util;

import java.util.function.Function;

/**
 * Functional interface to allow exceptions thrown by lambdas to be handled, or wrapped to runtime ones.
 */
@FunctionalInterface
public interface ThrowingFunction<T, R, E extends Exception> {
    R apply(T t) throws E;

    /**
     * Applies using t, wrapping converting any checked exception to a runtime one using exceptionWrapper
     * @param t parameter to supply to {@link #apply(Object)}.
     * @param exceptionWrapper function to convert checked exception to runtime one.
     * @param <RE> type of runtime exception which will be thrown
     * @return result of apply(t)
     */
    default <RE extends RuntimeException> R applyWrapped(T t, Function<E, RE> exceptionWrapper) {
        try {
            return apply(t);
        } catch (RuntimeException e) {
            throw e;
        } catch (Exception e) {
            throw exceptionWrapper.apply((E) e);
        }
    }
}
","['Assertion Roulette', 'Exception Catching Throwing']","['Exception Handling', 'Magic Number Test', 'Sensitive Equality', 'Eager Test']",4,2,0,13
13234_15.0_wro4j_shouldhandlewrongcss,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/13234_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/13234_actual.java,"/**
 * Copyright Alex Objelean
 */
package ro.isdc.wro.model.resource.processor;

import java.io.File;
import java.net.URL;

import org.junit.Test;

import ro.isdc.wro.model.resource.ResourceType;
import ro.isdc.wro.model.resource.processor.decorator.ExceptionHandlingProcessorDecorator;
import ro.isdc.wro.model.resource.processor.impl.css.CssMinProcessor;
import ro.isdc.wro.util.WroTestUtils;


/**
 * @author Alex Objelean
 */
public class TestCssMinProcessor {
  @Test
  public void testFromFolder()
    throws Exception {
    final ResourcePostProcessor processor = new CssMinProcessor();

    final URL url = getClass().getResource(""cssmin"");

    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expected"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""css"", processor);
  }

  @Test
  public void shouldHandleWrongCss()
      throws Exception {
    final ResourcePostProcessor processor = new ExceptionHandlingProcessorDecorator(new CssMinProcessor());
    
    final URL url = getClass().getResource(""cssmin"");
    
    final File testFolder = new File(url.getFile(), ""test"");
    final File expectedFolder = new File(url.getFile(), ""expectedInvalid"");
    WroTestUtils.compareFromDifferentFoldersByExtension(testFolder, expectedFolder, ""css"", processor);
  }
  
  @Test
  public void shouldSupportCorrectResourceTypes() {
    WroTestUtils.assertProcessorSupportResourceTypes(new CssMinProcessor(), ResourceType.CSS);
  }
}
","/**
 * Copyright Alex Objelean
 */
package ro.isdc.wro.model.resource.processor.impl.css;

import java.io.IOException;
import java.io.Reader;
import java.io.Writer;

import org.apache.commons.io.IOUtils;
import org.apache.commons.lang3.StringUtils;
import org.slf4j.Logger;
import org.slf4j.LoggerFactory;

import ro.isdc.wro.model.group.processor.Minimize;
import ro.isdc.wro.model.resource.Resource;
import ro.isdc.wro.model.resource.ResourceType;
import ro.isdc.wro.model.resource.SupportedResourceType;
import ro.isdc.wro.model.resource.processor.ResourcePostProcessor;
import ro.isdc.wro.model.resource.processor.ResourcePreProcessor;
import ro.isdc.wro.model.resource.processor.support.CSSMin;


/**
 * A processor implementation using {@link CSSMin} algorithm. This processor can be used as both: PreProcessor and
 * postProcessor.<br/>
 * This processor is annotated with {@link Minimize} because it performs minimization.
 *
 * @author Alex Objelean
 */
@Minimize
@SupportedResourceType(ResourceType.CSS)
public class CssMinProcessor
  implements ResourcePreProcessor, ResourcePostProcessor {
  private static final Logger LOG = LoggerFactory.getLogger(CssMinProcessor.class);
  public static final String ALIAS = ""cssMin"";

  public void process(final Reader reader, final Writer writer)
    throws IOException {
    process(null, reader, writer);
  }

  public void process(final Resource resource, final Reader reader, final Writer writer)
    throws IOException {
    try {
      final String content = IOUtils.toString(reader);
      new CSSMin().formatFile(content, writer);
      writer.flush();
    } catch (final Exception e) {
      final String resourceUri = resource == null ? StringUtils.EMPTY : ""["" + resource.getUri() + ""]"";
      String message = ""Exception while applying "" + getClass().getSimpleName() + "" processor on the ""
          + resourceUri + "" resource"";
      LOG.error(message, e);
      throw new IOException(message);
    } finally {
      reader.close();
      writer.close();
    }
  }
}
","['Mystery Guest', 'Unknown Test']","['Mystery Guest', 'Magic Number Test', 'Redundant Print', 'General Fixture', 'Eager Test', 'Assertion Roulette', 'Constructor Initialization', 'Default Test', 'Duplicate Assert']",8,1,1,10
43915_17.0_fastjson_test_array_2,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/43915_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/43915_actual.java,"package com.alibaba.json.bvt.parser.stream;

import java.io.StringReader;
import java.util.List;

import junit.framework.TestCase;

import org.junit.Assert;

import com.alibaba.fastjson.JSONReader;
import com.alibaba.fastjson.TypeReference;

public class JSONReader_typeRef extends TestCase {
    public void test_array() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[{\""id\"":123}]""));
        
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {}.getType());
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.close();
    }
    
    public void test_array_1() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[[{\""id\"":123}]]""));
        
        reader.startArray();
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {}.getType());
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.endArray();
        
        reader.close();
    }
    
    public void test_array_2() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[[{\""id\"":123}]]""));
        
        reader.startArray();
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {});
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.endArray();
        
        reader.close();
    }
    
    public static class VO {

        private int id;

        public int getId() {
            return id;
        }

        public void setId(int id) {
            this.id = id;
        }
    }
}
","package com.alibaba.json.bvt.parser.stream;

import java.io.StringReader;
import java.util.List;

import junit.framework.TestCase;

import org.junit.Assert;

import com.alibaba.fastjson.JSONReader;
import com.alibaba.fastjson.TypeReference;

public class JSONReader_typeRef extends TestCase {
    public void test_array() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[{\""id\"":123}]""));
        
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {}.getType());
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.close();
    }
    
    public void test_array_1() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[[{\""id\"":123}]]""));
        
        reader.startArray();
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {}.getType());
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.endArray();
        
        reader.close();
    }
    
    public void test_array_2() throws Exception {
        JSONReader reader = new JSONReader(new StringReader(""[[{\""id\"":123}]]""));
        
        reader.startArray();
        List<VO> list = reader.readObject(new TypeReference<List<VO>>() {});
        
        Assert.assertEquals(123, list.get(0).getId());
        
        reader.endArray();
        
        reader.close();
    }
    
    public static class VO {

        private int id;

        public int getId() {
            return id;
        }

        public void setId(int id) {
            this.id = id;
        }
    }
}
",[],"['Duplicate Assert', 'Eager Test', 'Magic Number Test', 'Resource Optimism']",4,0,0,16
43367_17.0_fastjson_test_for_issue_1,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/43367_test.java,/Users/codermehraj/Documents/codes/thesis/code-test-pair-for-tsDetect/downloaded_files/43367_actual.java,"package com.alibaba.json.bvt.bug;

import org.junit.Assert;

import com.alibaba.fastjson.JSON;
import com.alibaba.fastjson.serializer.SerializerFeature;
import com.alibaba.fastjson.serializer.ValueFilter;

import junit.framework.TestCase;

public class Bug_for_issue_572_private extends TestCase {

    public void test_for_issue() throws Exception {
        Model model = new Model();
        model.id = 1001;
        model.name = ""wenshao"";

        String text = JSON.toJSONString(model, SerializerFeature.WriteNonStringValueAsString);
        Assert.assertEquals(""{\""id\"":\""1001\"",\""name\"":\""wenshao\""}"", text);
    }

    public void test_for_issue_1() throws Exception {
        Model model = new Model();
        model.id = 1001;
        model.name = ""wenshao"";

        ValueFilter valueFilter = new ValueFilter() {

            @Override
            public Object process(Object object, String name, Object value) {
                if (value instanceof Number) {
                    return null;
                }
                return value;
            }
        };

        String text = JSON.toJSONString(model, valueFilter, SerializerFeature.WriteNonStringValueAsString);
        Assert.assertEquals(""{\""id\"":\""1001\"",\""name\"":\""wenshao\""}"", text);
    }

    private static class Model {

        private int    id;
        private String name;

        public int getId() {
            return id;
        }

        public void setId(int id) {
            this.id = id;
        }

        public String getName() {
            return name;
        }

        public void setName(String name) {
            this.name = name;
        }

    }
}
","package com.alibaba.json.bvt.bug;

import org.junit.Assert;

import com.alibaba.fastjson.JSON;
import com.alibaba.fastjson.serializer.SerializerFeature;
import com.alibaba.fastjson.serializer.ValueFilter;

import junit.framework.TestCase;

public class Bug_for_issue_572_private extends TestCase {

    public void test_for_issue() throws Exception {
        Model model = new Model();
        model.id = 1001;
        model.name = ""wenshao"";

        String text = JSON.toJSONString(model, SerializerFeature.WriteNonStringValueAsString);
        Assert.assertEquals(""{\""id\"":\""1001\"",\""name\"":\""wenshao\""}"", text);
    }

    public void test_for_issue_1() throws Exception {
        Model model = new Model();
        model.id = 1001;
        model.name = ""wenshao"";

        ValueFilter valueFilter = new ValueFilter() {

            @Override
            public Object process(Object object, String name, Object value) {
                if (value instanceof Number) {
                    return null;
                }
                return value;
            }
        };

        String text = JSON.toJSONString(model, valueFilter, SerializerFeature.WriteNonStringValueAsString);
        Assert.assertEquals(""{\""id\"":\""1001\"",\""name\"":\""wenshao\""}"", text);
    }

    private static class Model {

        private int    id;
        private String name;

        public int getId() {
            return id;
        }

        public void setId(int id) {
            this.id = id;
        }

        public String getName() {
            return name;
        }

        public void setName(String name) {
            this.name = name;
        }

    }
}
",[],[],0,0,0,17
